chr	start	end	gene_name	exon_number	hit_type	hit_name	hit_region	percent_incorrect
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	PRKCA	chr17:66597570-66598079	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	PTPRM	chr18:8058443-8058949	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=lincRNA	AC016205.1	chr18:39569966-39570515	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=lincRNA	LINC01901	chr18:39860944-39861638	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	CCDC102B	chr18:68858903-68859432	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=lincRNA	AC021506.1	chr18:75847096-75851698	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=processed_transcript	AC011474.1	chr19:29463589-29464303	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=transcribed_unprocessed_pseudogene	AC016582.1	chr19:37840948-37842402	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=antisense	AC004784.1	chr19:43051029-43051597	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	MYT1L	chr2:2257693-2258366	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	FAM49A	chr2:16594239-16598624	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	PLEKHH2	chr2:43661428-43662981	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	RNF103-CHMP3	chr2:86656142-86659642	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	UXS1	chr2:106134164-106135898	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	TTL	chr2:112504036-112506739	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	DPP10	chr2:115487201-115487702	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	CNTNAP5	chr2:124144019-124144665	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	NCKAP5	chr2:133300463-133301650	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	NCKAP5	chr2:133551134-133551635	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	ACVR1C	chr2:157566738-157571727	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=lincRNA	AC016766.1	chr2:164120802-164122487	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=lincRNA	AC104088.1	chr2:172319451-172320163	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	PDE1A	chr2:182216693-182217186	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	ANKMY1	chr2:240548883-240549369	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	SLC24A3	chr20:19420515-19421190	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	SUMF1	chr3:4026248-4027856	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=antisense	BHLHE40-AS1	chr3:4919938-4921425	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	ZNF385D	chr3:21984150-21984882	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	ULK4	chr3:41778146-41778888	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	PRSS50	chr3:46783620-46786106	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	CACNA1D	chr3:53366262-53367539	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	CACNA2D3	chr3:54394832-54395736	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	ROBO1	chr3:79129644-79131955	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=lincRNA	LINC02027	chr3:81052032-81056316	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	STAG1	chr3:136479977-136480736	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	IL20RB	chr3:136964575-136966353	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	PLCH1	chr3:155507323-155508972	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=lincRNA	AC079943.2	chr3:158022979-158024427	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=transcribed_unitary_pseudogene	EGFEM1P	chr3:168353575-168354067	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=lincRNA	AC092920.1	chr3:176831277-176831772	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	MCF2L2	chr3:183235101-183238108	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	YEATS2	chr3:183739237-183740002	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	STIM2	chr4:26925866-26927252	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	GABRG1	chr4:46053862-46054992	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	FRAS1	chr4:78350577-78352985	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	MAPK10	chr4:86252182-86252689	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	CCSER1	chr4:90676772-90677295	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	GRID2	chr4:93609270-93609783	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=lincRNA	LINC02267	chr4:96796446-96796942	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	RAP1GDS1	chr4:98323197-98324811	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=antisense	IL21-AS1	chr4:122652962-122656810	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	LARP1B	chr4:128218105-128218607	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=antisense	AC104596.1	chr4:143104626-143105156	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	FSTL5	chr4:161637450-161637971	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	NEK1	chr4:169516400-169521228	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	SEMA5A	chr5:9259516-9261756	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=lincRNA	AC010343.3	chr5:33126749-33127255	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	SHISAL2B	chr5:64710006-64710538	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	ANKDD1B	chr5:75644047-75647221	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	SV2C	chr5:76232460-76232952	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	CMYA5	chr5:79779432-79783049	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	ATP6AP1L	chr5:82369592-82370813	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	XRCC4	chr5:83318253-83319282	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=antisense	LUCAT1	chr5:91273461-91274007	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=lincRNA	AC114316.2	chr5:92194546-92195034	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=lincRNA	LINC01340	chr5:97631852-97632351	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	AC116366.3	chr5:132517451-132518820	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	FSTL4	chr5:133586527-133588192	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	SPOCK1	chr5:137045096-137046222	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	SIL1	chr5:139083549-139084160	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=antisense	AC008728.1	chr5:146613780-146614279	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	PPP2R2B	chr5:147013252-147013740	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=lincRNA	GMDS-DT	chr6:2418809-2420168	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=antisense	AL022068.1	chr6:19765874-19769903	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	LHFPL5	chr6:35828211-35828847	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	KIF6	chr6:39458649-39459406	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	SUPT3H	chr6:44874060-44875621	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	PKHD1	chr6:51878972-51879749	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	COL19A1	chr6:70014673-70015218	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	ME1	chr6:83337923-83338861	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	FRK	chr6:115963453-115965012	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	TBC1D32	chr6:121164447-121167710	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	ESR1	chr6:151932419-151932927	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	PACRG	chr6:162990726-162991754	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	COL28A1	chr7:7469536-7470045	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	DGKB	chr7:14317646-14318149	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=lincRNA	AC005165.1	chr7:25607374-25607918	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	NOD1	chr7:30439974-30444818	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	KIAA1324L	chr7:87044094-87044621	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	RELN	chr7:103910375-103910896	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	IMMP2L	chr7:110707277-110711932	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	IMMP2L	chr7:111244563-111245985	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	DOCK4	chr7:111964531-111968196	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=antisense	AC002066.1	chr7:116413174-116413667	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	EXOC4	chr7:133890407-133890896	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	TOX	chr8:58919133-58919704	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	DNAJC5B	chr8:66024944-66026142	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	EYA1	chr8:71410194-71411278	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	RALYL	chr8:84465137-84465644	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	LRRC69	chr8:91192846-91193378	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	BNC2	chr9:16465772-16467198	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=lincRNA	LINC01239	chr9:22735822-22736328	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	RASEF	chr9:83049831-83051156	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=transcribed_unprocessed_pseudogene	AL353743.1	chr9:85812220-85812707	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	PLPPR1	chr9:101103085-101104284	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	SVEP1	chr9:110417226-110422117	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	MUSK	chr9:110791408-110795968	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	ASTN2	chr9:117066951-117067474	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=lincRNA	PTCHD1-AS	chrX:23241773-23243397	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=lincRNA	AL023574.1	chrX:43307204-43309293	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	EDA	chrX:69983907-69986152	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	DACH2	chrX:86559973-86560897	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=lincRNA	AL157778.1	chrX:98688591-98689599	75.4
chrX	31535064	31535496	DMD	Intronic	gene_type=protein_coding	KLHL13	chrX:118009236-118009763	75.4
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	ACOT11	chr1:54562478-54563078	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=lincRNA	AL357055.3	chr1:113068727-113069331	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	MAN1A2	chr1:117430146-117430859	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	RABGAP1L	chr1:174350063-174350573	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	ARHGAP21	chr10:24655385-24655860	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	ARHGAP19-SLIT1	chr10:97274964-97275548	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	ABCC2	chr10:99839511-99840263	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	NT5C2	chr10:103128340-103128938	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=processed_transcript	AC044839.1	chr11:45738555-45739070	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	CAPN5	chr11:77098765-77099382	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=lincRNA	CLEC12A-AS1	chr12:9952486-9952982	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	YAF2	chr12:42226977-42227478	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=lincRNA	LINC02343	chr13:34540147-34540639	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	COG3	chr13:45485255-45485939	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	OR6J1	chr14:22638653-22639159	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=unprocessed_pseudogene	AL512356.2	chr14:105112099-105112835	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=antisense	AC022558.2	chr15:82998226-82998810	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	AP3S2	chr15:89853409-89853973	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=unprocessed_pseudogene	AC145285.4	chr16:28698471-28699015	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=antisense	CCDC144NL-AS1	chr17:20983756-20984476	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=antisense	ASB16-AS1	chr17:44179774-44180297	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=antisense	AC011921.1	chr17:60550612-60551123	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	DYM	chr18:49202374-49202885	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=antisense	AC011447.3	chr19:20150016-20150543	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=unprocessed_pseudogene	AC022145.2	chr19:22925448-22926055	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=unprocessed_pseudogene	AC008798.1	chr19:29901088-29901798	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	THADA	chr2:43296692-43297445	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	STON1	chr2:48557077-48557575	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	WDR33	chr2:127788702-127789259	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	MRTFA	chr22:40502145-40502722	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	MRTFA	chr22:40536245-40536910	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	TBC1D5	chr3:17705331-17705896	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	DLEC1	chr3:38081947-38082434	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	MAP4	chr3:48055469-48056031	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	DCBLD2	chr3:98837983-98838519	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	SLAIN2	chr4:48363987-48364486	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	SV2C	chr5:76170814-76171363	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	TENM2	chr5:167858891-167859408	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	NPM1	chr5:171404259-171404748	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	RPS10-NUDT3	chr6:34396853-34397597	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	CD2AP	chr6:47505784-47506291	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	HTR1E	chr6:87010290-87010873	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	RNGTT	chr6:88946911-88947452	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=antisense	TARID	chr6:133664032-133664882	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=processed_pseudogene	AC131281.2	chr8:149881-150707	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	TNKS	chr8:9657661-9658208	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	CYP7B1	chr8:64685132-64685729	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=processed_pseudogene	AC023632.3	chr8:94590168-94590812	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=lincRNA	AL591368.1	chr9:81709795-81710274	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	DNAJC25	chr9:111640268-111640767	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	KIAA1958	chr9:112513465-112514159	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	CDK5RAP2	chr9:120494812-120495556	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	POLA1	chrX:24709531-24710062	80.73
chr1	33051288	33051774	AK2	Intronic	gene_type=protein_coding	PHKA1	chrX:72680591-72681152	80.73
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=lincRNA	AC119674.1	chr1:56365586-56367754	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=lincRNA	AL033530.1	chr1:68734630-68736552	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	NEGR1	chr1:71514513-71518549	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	COL24A1	chr1:85751788-85753429	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	FAM102B	chr1:108577938-108578534	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	MAGI3	chr1:113498963-113501489	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	SRGAP2C	chr1:121311326-121312020	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	RABGAP1L	chr1:174591595-174595504	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	RABGAP1L	chr1:174629792-174630350	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	XPR1	chr1:180867781-180872279	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=lincRNA	ERVMER61-1	chr1:187345696-187348481	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=lincRNA	ERVMER61-1	chr1:187599610-187602682	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=lincRNA	LINC01720	chr1:190731627-190732966	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	DENND1B	chr1:197532410-197533869	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	DENND1B	chr1:197710445-197713126	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	SORCS1	chr10:106846266-106847687	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	PDE3B	chr11:14719377-14720275	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	RAG1	chr11:36553296-36555912	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	TENM4	chr11:78678082-78681686	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	PRMT8	chr12:3499718-3504156	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	SLC2A13	chr12:39981595-39982478	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	RAB3IP	chr12:69775256-69778136	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=lincRNA	LINC02391	chr12:92316626-92318431	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	AL512506.3	chr13:43971571-43972975	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=processed_transcript	AL158066.1	chr13:52271382-52273361	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=lincRNA	LINC00381	chr13:74430088-74431823	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=lincRNA	AL136441.1	chr13:76613800-76616085	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	OR4N2	chr14:19721574-19722061	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=sense_overlapping	AL079307.1	chr14:51795473-51797998	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	NRXN3	chr14:79310844-79313483	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	CATSPERB	chr14:91642131-91642754	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	CSNK1G1	chr15:64330077-64330988	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	UACA	chr15:70730920-70733430	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=lincRNA	AC020687.1	chr15:87510632-87513972	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	SMG1	chr16:18822638-18826983	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=lincRNA	LINC01572	chr16:72584319-72585573	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	CDH13	chr16:83637618-83641569	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	MYO1D	chr17:32679813-32680695	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	PRKCA	chr17:66598146-66599746	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	PTPRM	chr18:7969496-7970545	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=processed_transcript	AC011474.1	chr19:29462652-29463357	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=transcribed_unprocessed_pseudogene	AC016582.1	chr19:37840948-37842402	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	NLRP11	chr19:55825815-55826343	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	FAM49A	chr2:16594239-16598624	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	RNF103-CHMP3	chr2:86656142-86659642	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=processed_transcript	AC133644.3	chr2:87698402-87698996	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	SH3RF3	chr2:109310753-109311450	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	TTL	chr2:112504036-112506739	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	ACVR1C	chr2:157566738-157571727	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=lincRNA	AC016766.1	chr2:164120802-164122487	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=lincRNA	AC104088.1	chr2:172317332-172319384	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	PDE11A	chr2:177973066-177977535	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	PPP1R1C	chr2:182027180-182027668	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	PGAP1	chr2:196906843-196911347	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	PARD3B	chr2:204768835-204769399	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	SPAG16	chr2:213568782-213569825	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	AL121900.2	chr20:18603688-18604985	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=antisense	BHLHE40-AS1	chr3:4919938-4921425	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	PRSS50	chr3:46783620-46786106	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	ROBO1	chr3:79129644-79131955	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	EPHA3	chr3:89462415-89466700	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=lincRNA	LINC00882	chr3:106978843-106979399	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=lincRNA	LINC00636	chr3:107886767-107887618	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=processed_transcript	LINC00488	chr3:109200229-109204276	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	LSAMP	chr3:116360359-116363931	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	IGSF11	chr3:118917326-118918219	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	COL6A6	chr3:130628982-130632405	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=antisense	NPHP3-AS1	chr3:132808459-132809879	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	STAG1	chr3:136480863-136483134	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	IL20RB	chr3:136964575-136966353	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	MCF2L2	chr3:183235101-183238108	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=lincRNA	LINC00504	chr4:14757806-14759620	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	CD38	chr4:15842612-15846087	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=lincRNA	LINC02438	chr4:19335903-19337063	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	NMU	chr4:55621906-55623513	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	FRAS1	chr4:78350577-78352985	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	ANTXR2	chr4:79967277-79971207	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	MAPK10	chr4:86137946-86138642	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	MAPK10	chr4:86253076-86253592	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=antisense	AC104596.1	chr4:143102852-143104216	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=protein_coding	SPOCK3	chr4:166756801-166759828	73.12
chr1	89748994	89749358	LRRC8C	Intronic	gene_type=lincRNA	AC126768.3	chr5:1968633-1969528	73.12
